name,kind,rank,residual_rank,topk,similarity,main_similarity,test_acc,pattern_gini,locality_7x7,class_selectivity,head_top1_frac,display_tv,top_sigma_frac,frontier_score
combo_cp_top1_res8,cp,64,8,1,0.8757203221321106,0.6668244004249573,0.9675999879837036,0.5004608035087585,0.32399100065231323,1.0,1.0,0.041969384998083115,0.17817752063274384,1.9930757373571395
combo_split_top1_res8,split,64,8,1,0.8632851839065552,0.6549220085144043,0.9651999473571777,0.5080523490905762,0.33150842785835266,1.0,1.0,0.04111305996775627,0.1828949749469757,1.9927085950970649
combo_split_top1_res16,split,64,16,1,0.8997272253036499,0.5437148213386536,0.9666999578475952,0.5215757489204407,0.3235740661621094,1.0,1.0,0.04050108417868614,0.16027331352233887,1.9808618128299713
combo_cp_top1_res16,cp,64,16,1,0.9048720002174377,0.542845606803894,0.9688999652862549,0.5047117471694946,0.3124379515647888,1.0,1.0,0.0419875904917717,0.1698874980211258,1.9685351461172105
combo_split_top2_res16,split,64,16,2,0.9108940958976746,0.5978436470031738,0.9685999751091003,0.5226414203643799,0.3513467013835907,0.7357760071754456,0.6671580076217651,0.04007375240325928,0.16341528296470642,1.8095018431544307
combo_split_top2_res8,split,64,8,2,0.8897952437400818,0.7072538137435913,0.967199981212616,0.5065409541130066,0.32793498039245605,0.7369736433029175,0.6687188148498535,0.04135171324014664,0.1674497127532959,1.806484720110893
combo_cp_top2_res8,cp,64,8,2,0.8887511491775513,0.7150952816009521,0.9675999879837036,0.5030167102813721,0.32459115982055664,0.7370635867118835,0.6679970622062683,0.041207995265722275,0.1558595895767212,1.804333761334419
combo_cp_top2_res16,cp,64,16,2,0.9152787923812866,0.5692933201789856,0.9685999751091003,0.5036917924880981,0.31816574931144714,0.7369529008865356,0.6649740934371948,0.04105384275317192,0.16288484632968903,1.7744017377495767
