class_selectivity,display_tv,head_top1_frac,locality_7x7,main_similarity,name,note,pattern_gini,residual_fraction,similarity,test_acc,top_sigma_frac
1.0,0.0324832946062088,1.0,0.39188528060913086,0.26154446601867676,residual_anneal_res48,,0.596731960773468,0.7245377174058112,0.9494746923446655,0.9684999585151672,0.21934445202350616
1.0,0.0382876843214035,1.0,0.3542812466621399,0.8888643980026245,two_bank_interpretable,,0.530764102935791,0.0,0.8888643980026245,0.9674999713897705,0.09226597845554352
1.0,0.0361647829413414,1.0,0.3437044620513916,0.5067044496536255,data_derived_priors,,0.5400601625442505,0.42635814900197766,0.8833115100860596,0.9637999534606934,0.1654946208000183
1.0,0.03127837926149368,1.0,0.35038676857948303,0.503607988357544,activation_consistency,,0.5672903656959534,0.4175714586756598,0.864669144153595,0.9642999768257141,0.26674315333366394
1.0,0.03970669209957123,1.0,0.32574525475502014,0.8466026782989502,boosted_two_stage_residual,stage1=0.7646; stage2_residual=0.5651,0.5129543542861938,0.0,0.8466026782989502,0.9678999781608582,0.10567432641983032
